nametype,reclat,name,fall,recclass,id,geolocation,year,:@computed_region_cbhk_fwbd,mass,:@computed_region_nnqa_25f4,reclong
Valid,41.716670,Sena,Fell,H4,23495,"{'type': 'Point', 'coordinates': [-0.05, 41.71667]}",1773-01-01T00:00:00.000,,4000,,-0.050000
Valid,39.438330,Senboku,Fell,H6,23496,"{'type': 'Point', 'coordinates': [140.51167, 39.43833]}",1993-01-01T00:00:00.000,,866,,140.511670
Valid,21.683890,Seoni,Fell,H6,23500,"{'type': 'Point', 'coordinates': [79.50083, 21.68389]}",1966-01-01T00:00:00.000,,20000,,79.500830
Valid,41.050000,Seres,Fell,H4,23501,"{'type': 'Point', 'coordinates': [23.56667, 41.05]}",1818-01-01T00:00:00.000,,8500,,23.566670
Valid,-8.383330,Serra de Magé,Fell,Eucrite-cm,23502,"{'type': 'Point', 'coordinates': [-36.76667, -8.38333]}",1923-01-01T00:00:00.000,,1800,,-36.766670
Valid,-19.466670,Sete Lagoas,Fell,H4,23504,"{'type': 'Point', 'coordinates': [-44.21667, -19.46667]}",1908-01-01T00:00:00.000,,350,,-44.216670
Valid,37.416670,Sevilla,Fell,LL4,23508,"{'type': 'Point', 'coordinates': [-6, 37.41667]}",1862-01-01T00:00:00.000,,180,,-6.000000
Valid,50.616670,Sevrukovo,Fell,L5,23509,"{'type': 'Point', 'coordinates': [36.6, 50.61667]}",1874-01-01T00:00:00.000,,101000,,36.600000
Valid,34.750000,Sfax,Fell,L6,23512,"{'type': 'Point', 'coordinates': [10.71667, 34.75]}",1989-01-01T00:00:00.000,,7000,,10.716670
Valid,23.100000,Shalka,Fell,Diogenite,23521,"{'type': 'Point', 'coordinates': [87.3, 23.1]}",1850-01-01T00:00:00.000,,4000,,87.300000
Valid,37.833330,Sharps,Fell,H3.4,23525,"{'type': 'Point', 'coordinates': [-76.7, 37.83333]}",1921-01-01T00:00:00.000,40,1265,921,-76.700000
Valid,44.050000,Shelburne,Fell,L5,23529,"{'type': 'Point', 'coordinates': [-80.16667, 44.05]}",1904-01-01T00:00:00.000,,18600,,-80.166670
Valid,24.550000,Shergotty,Fell,Martian (shergottite),23530,"{'type': 'Point', 'coordinates': [84.83333, 24.55]}",1865-01-01T00:00:00.000,,5000,,84.833330
Valid,33.650000,Sheyang,Fell,L6,23531,"{'type': 'Point', 'coordinates': [120.06667, 33.65]}",1976-01-01T00:00:00.000,,605,,120.066670
Valid,25.850000,Shikarpur,Fell,L6,23534,"{'type': 'Point', 'coordinates': [87.5775, 25.85]}",1921-01-01T00:00:00.000,,3679.7,,87.577500
Valid,43.500000,Shuangyang,Fell,H5,23582,"{'type': 'Point', 'coordinates': [125.66667, 43.5]}",1971-01-01T00:00:00.000,,3900,,125.666670
Valid,33.716670,Shupiyan,Fell,H6,23583,"{'type': 'Point', 'coordinates': [74.83333, 33.71667]}",1912-01-01T00:00:00.000,,5000,,74.833330
Valid,24.333330,Shytal,Fell,L6,23584,"{'type': 'Point', 'coordinates': [90.16667, 24.33333]}",1863-01-01T00:00:00.000,,3200,,90.166670
Valid,43.116670,Siena,Fell,LL5,23586,"{'type': 'Point', 'coordinates': [11.6, 43.11667]}",1794-01-01T00:00:00.000,,3700,,11.600000
Valid,46.160000,Sikhote-Alin,Fell,"Iron, IIAB",23593,"{'type': 'Point', 'coordinates': [134.65333, 46.16]}",1947-01-01T00:00:00.000,,23000000,,134.653330
Valid,20.933330,Silao,Fell,H5,23594,"{'type': 'Point', 'coordinates': [-101.38333, 20.93333]}",1995-01-01T00:00:00.000,,1710,,-101.383330
Valid,44.116670,Silistra,Fell,Achondrite-ung,55584,"{'type': 'Point', 'coordinates': [27.26667, 44.11667]}",1917-01-01T00:00:00.000,,0.15,,27.266670
Valid,49.983330,Simmern,Fell,H5,23603,"{'type': 'Point', 'coordinates': [7.53333, 49.98333]}",1920-01-01T00:00:00.000,,1222,,7.533330
Valid,30.900000,Sinai,Fell,L6,23606,"{'type': 'Point', 'coordinates': [32.48333, 30.9]}",1916-01-01T00:00:00.000,,1455,,32.483330
Valid,26.216670,Sindhri,Fell,H5,23611,"{'type': 'Point', 'coordinates': [69.55, 26.21667]}",1901-01-01T00:00:00.000,,8400,,69.550000
Valid,39.300000,Sinnai,Fell,H6,23613,"{'type': 'Point', 'coordinates': [9.2, 39.3]}",1956-01-01T00:00:00.000,,2000,,9.200000
Valid,42.583330,Sioux County,Fell,Eucrite-mmict,23614,"{'type': 'Point', 'coordinates': [-103.66667, 42.58333]}",1933-01-01T00:00:00.000,19,4100,2351,-103.666670
Valid,20.916670,Sitathali,Fell,H5,23616,"{'type': 'Point', 'coordinates': [82.58333, 20.91667]}",1875-01-01T00:00:00.000,,1600,,82.583330
Valid,39.824670,Sivas,Fell,H6,23617,"{'type': 'Point', 'coordinates': [36.13583, 39.82467]}",1989-01-01T00:00:00.000,,40000,,36.135830
Valid,32.433330,Sixiangkou,Fell,L5,23619,"{'type': 'Point', 'coordinates': [119.86667, 32.43333]}",1989-01-01T00:00:00.000,,630,,119.866670
Valid,59.733330,Ski,Fell,L6,23621,"{'type': 'Point', 'coordinates': [10.86667, 59.73333]}",1848-01-01T00:00:00.000,,850,,10.866670
Valid,45.683330,Slavetic,Fell,H5,23626,"{'type': 'Point', 'coordinates': [15.6, 45.68333]}",1868-01-01T00:00:00.000,,1708,,15.600000
Valid,55.000000,Slobodka,Fell,L4,23645,"{'type': 'Point', 'coordinates': [35, 55]}",1818-01-01T00:00:00.000,,2750,,35.000000
Valid,27.133330,Soheria,Fell,OC,23660,"{'type': 'Point', 'coordinates': [84.06667, 27.13333]}",1960-01-01T00:00:00.000,,72.900000000000006,,84.066670
Valid,43.666670,Soko-Banja,Fell,LL4,23661,"{'type': 'Point', 'coordinates': [21.86667, 43.66667]}",1877-01-01T00:00:00.000,,80000,,21.866670
Valid,47.366670,Sologne,Fell,H5,23663,"{'type': 'Point', 'coordinates': [1.73333, 47.36667]}",1860-01-01T00:00:00.000,,54,,1.733330
Valid,54.008830,Sołtmany,Fell,L6,53829,"{'type': 'Point', 'coordinates': [22.005, 54.00883]}",2011-01-01T00:00:00.000,,1066,,22.005000
Valid,35.166670,Sone,Fell,H5,23667,"{'type': 'Point', 'coordinates': [135.33333, 35.16667]}",1866-01-01T00:00:00.000,,17100,,135.333330
Valid,45.250000,Songyuan,Fell,L6,23668,"{'type': 'Point', 'coordinates': [125, 45.25]}",1993-01-01T00:00:00.000,,36900,,125.000000
Valid,44.416670,Sopot,Fell,OC,23670,"{'type': 'Point', 'coordinates': [23.5, 44.41667]}",1927-01-01T00:00:00.000,,958,,23.500000
Valid,1.700000,Soroti,Fell,"Iron, ungrouped",23671,"{'type': 'Point', 'coordinates': [33.63333, 1.7]}",1945-01-01T00:00:00.000,,2050,,33.633330
Valid,44.750000,St. Caprais-de-Quinsac,Fell,L6,23081,"{'type': 'Point', 'coordinates': [0.05, 44.75]}",1883-01-01T00:00:00.000,,360,,0.050000
Valid,46.950000,St. Christophe-la-Chartreuse,Fell,L6,23082,"{'type': 'Point', 'coordinates': [-1.5, 46.95]}",1841-01-01T00:00:00.000,,5500,,-1.500000
Valid,51.050000,St. Denis Westrem,Fell,L6,23083,"{'type': 'Point', 'coordinates': [3.75, 51.05]}",1855-01-01T00:00:00.000,,700,,3.750000
Valid,48.016670,St. Germain-du-Pinel,Fell,H6,23087,"{'type': 'Point', 'coordinates': [-1.15, 48.01667]}",1890-01-01T00:00:00.000,,4000,,-1.150000
Valid,38.700000,St. Louis,Fell,H4,23089,"{'type': 'Point', 'coordinates': [-90.23333, 38.7]}",1950-01-01T00:00:00.000,18,1000,2223,-90.233330
Valid,-32.016670,St. Mark's,Fell,EH5,23090,"{'type': 'Point', 'coordinates': [27.41667, -32.01667]}",1903-01-01T00:00:00.000,,13780,,27.416670
Valid,38.166670,St. Mary's County,Fell,LL3.3,23091,"{'type': 'Point', 'coordinates': [-76.38333, 38.16667]}",1919-01-01T00:00:00.000,45,24.3,424,-76.383330
Valid,48.450000,St. Mesmin,Fell,LL6,23092,"{'type': 'Point', 'coordinates': [3.93333, 48.45]}",1866-01-01T00:00:00.000,,8300,,3.933330
Valid,61.650000,St. Michel,Fell,L6,23093,"{'type': 'Point', 'coordinates': [27.2, 61.65]}",1910-01-01T00:00:00.000,,17000,,27.200000
Valid,43.433330,St.-Chinian,Fell,L6,23097,"{'type': 'Point', 'coordinates': [2.95, 43.43333]}",1959-01-01T00:00:00.000,,134.30000000000001,,2.950000
Valid,59.933330,Ställdalen,Fell,H5,23712,"{'type': 'Point', 'coordinates': [14.95, 59.93333]}",1876-01-01T00:00:00.000,,34000,,14.950000
Valid,49.283330,Stannern,Fell,Eucrite-mmict,23713,"{'type': 'Point', 'coordinates': [15.56667, 49.28333]}",1808-01-01T00:00:00.000,,52000,,15.566670
Valid,45.050000,Stavropol,Fell,L6,23717,"{'type': 'Point', 'coordinates': [41.98333, 45.05]}",1857-01-01T00:00:00.000,,1500,,41.983330
Valid,50.766670,Ste. Marguerite,Fell,H4,23099,"{'type': 'Point', 'coordinates': [3, 50.76667]}",1962-01-01T00:00:00.000,,4960,,3.000000
Valid,53.666670,Sterlitamak,Fell,"Iron, IIIAB",23724,"{'type': 'Point', 'coordinates': [55.98333, 53.66667]}",1990-01-01T00:00:00.000,,325000,,55.983330
Valid,52.533330,Stolzenau,Fell,Stone-uncl,23726,"{'type': 'Point', 'coordinates': [9.05, 52.53333]}",1647-01-01T00:00:00.000,,,,9.050000
Valid,41.200000,Stratford,Fell,L6,23728,"{'type': 'Point', 'coordinates': [-73.13333, 41.2]}",1974-01-01T00:00:00.000,24,50,1040,-73.133330
Valid,56.583330,Strathmore,Fell,L6,23729,"{'type': 'Point', 'coordinates': [-3.25, 56.58333]}",1917-01-01T00:00:00.000,,13400,,-3.250000
Valid,50.383330,Stretchleigh,Fell,Stone-uncl,23732,"{'type': 'Point', 'coordinates': [-3.95, 50.38333]}",1623-01-01T00:00:00.000,,10400,,-3.950000
Valid,45.968610,St-Robert,Fell,H5,23733,"{'type': 'Point', 'coordinates': [-72.97806, 45.96861]}",1994-01-01T00:00:00.000,,25400,,-72.978060
Valid,36.483330,Success,Fell,L6,23736,"{'type': 'Point', 'coordinates': [-90.66667, 36.48333]}",1924-01-01T00:00:00.000,15,3500,955,-90.666670
Valid,50.538060,Suchy Dul,Fell,L6,23737,"{'type': 'Point', 'coordinates': [16.26333, 50.53806]}",1969-01-01T00:00:00.000,,815.3,,16.263330
Valid,31.616670,Suizhou,Fell,L6,23738,"{'type': 'Point', 'coordinates': [113.46667, 31.61667]}",1986-01-01T00:00:00.000,,260000,,113.466670
Valid,12.666670,Sulagiri,Fell,LL6,48951,"{'type': 'Point', 'coordinates': [78.03333, 12.66667]}",2008-01-01T00:00:00.000,,110000,,78.033330
Valid,25.933330,Sultanpur,Fell,L/LL6,23741,"{'type': 'Point', 'coordinates': [84.28333, 25.93333]}",1916-01-01T00:00:00.000,,1710.5,,84.283330
Valid,44.866670,Sungach,Fell,H5,23745,"{'type': 'Point', 'coordinates': [133.16667, 44.86667]}",1935-01-01T00:00:00.000,,637,,133.166670
Valid,26.716670,Supuhee,Fell,H6,23760,"{'type': 'Point', 'coordinates': [84.21667, 26.71667]}",1865-01-01T00:00:00.000,,7235,,84.216670
Valid,38.803890,Sutter's Mill,Fell,C,55529,"{'type': 'Point', 'coordinates': [-120.90806, 38.80389]}",2012-01-01T00:00:00.000,8,992.5,1187,-120.908060
Valid,33.188360,Sylacauga,Fell,H4,23773,"{'type': 'Point', 'coordinates': [-86.2945, 33.18836]}",1954-01-01T00:00:00.000,29,5560,1637,-86.294500
Valid,49.400000,Tabor,Fell,H5,23776,"{'type': 'Point', 'coordinates': [14.65, 49.4]}",1753-01-01T00:00:00.000,,7540,,14.650000
Valid,36.183330,Tadjera,Fell,L5,23778,"{'type': 'Point', 'coordinates': [5.41667, 36.18333]}",1867-01-01T00:00:00.000,,9000,,5.416670
Valid,59.704440,Tagish Lake,Fell,C2-ung,23782,"{'type': 'Point', 'coordinates': [-134.20139, 59.70444]}",2000-01-01T00:00:00.000,,10000,,-134.201390
Valid,34.720000,Tahara,Fell,H4/5,23784,"{'type': 'Point', 'coordinates': [137.305, 34.72]}",1991-01-01T00:00:00.000,,1000,,137.305000
Valid,35.383330,Takenouchi,Fell,H5,23789,"{'type': 'Point', 'coordinates': [134.9, 35.38333]}",1880-01-01T00:00:00.000,,720,,134.900000
Valid,,Talampaya,Fell,Eucrite-cm,23791,,1995-01-01T00:00:00.000,,1421,,
Valid,-7.750000,Tambakwatu,Fell,L6,23795,"{'type': 'Point', 'coordinates': [112.76667, -7.75]}",1975-01-01T00:00:00.000,,10500,,112.766670
Valid,31.163330,Tamdakht,Fell,H5,48691,"{'type': 'Point', 'coordinates': [-7.015, 31.16333]}",2008-01-01T00:00:00.000,,100000,,-7.015000
Valid,35.433330,Tané,Fell,L5,23801,"{'type': 'Point', 'coordinates': [136.23333, 35.43333]}",1918-01-01T00:00:00.000,,905,,136.233330
Valid,45.400000,Taonan,Fell,L5,23873,"{'type': 'Point', 'coordinates': [122.9, 45.4]}",1965-01-01T00:00:00.000,,3850,,122.900000
Valid,32.950000,Tatahouine,Fell,Diogenite,23884,"{'type': 'Point', 'coordinates': [10.41667, 32.95]}",1931-01-01T00:00:00.000,,12000,,10.416670
Valid,19.383330,Tathlith,Fell,L6,23885,"{'type': 'Point', 'coordinates': [43.73333, 19.38333]}",1967-01-01T00:00:00.000,,2500,,43.733330
Valid,35.133330,Tauk,Fell,L6,23887,"{'type': 'Point', 'coordinates': [44.45, 35.13333]}",1929-01-01T00:00:00.000,,6000,,44.450000
Valid,46.716670,Tauti,Fell,L6,23888,"{'type': 'Point', 'coordinates': [23.5, 46.71667]}",1937-01-01T00:00:00.000,,21000,,23.500000
Valid,-25.733330,Tenham,Fell,L6,23897,"{'type': 'Point', 'coordinates': [142.95, -25.73333]}",1879-01-01T00:00:00.000,,160000,,142.950000
Valid,58.033330,Tennasilm,Fell,L4,23898,"{'type': 'Point', 'coordinates': [26.95, 58.03333]}",1872-01-01T00:00:00.000,,28500,,26.950000
Valid,33.400000,Thal,Fell,H6,23908,"{'type': 'Point', 'coordinates': [70.6, 33.4]}",1950-01-01T00:00:00.000,,342,,70.600000
Valid,-1.002780,Thika,Fell,L6,54493,"{'type': 'Point', 'coordinates': [37.15028, -1.00278]}",2011-01-01T00:00:00.000,,14200,,37.150280
Valid,-29.333330,Thuathe,Fell,H4/5,23976,"{'type': 'Point', 'coordinates': [27.58333, -29.33333]}",2002-01-01T00:00:00.000,,45300,,27.583330
Valid,32.946670,Tianzhang,Fell,H5,23984,"{'type': 'Point', 'coordinates': [118.99, 32.94667]}",1986-01-01T00:00:00.000,,2232,,118.990000
Valid,49.600000,Tieschitz,Fell,H/L3.6,23989,"{'type': 'Point', 'coordinates': [17.11667, 49.6]}",1878-01-01T00:00:00.000,,28000,,17.116670
Valid,38.200000,Tilden,Fell,L6,23998,"{'type': 'Point', 'coordinates': [-89.68333, 38.2]}",1927-01-01T00:00:00.000,34,74800,1762,-89.683330
Valid,14.250000,Tillaberi,Fell,L6,23999,"{'type': 'Point', 'coordinates': [1.53333, 14.25]}",1970-01-01T00:00:00.000,,3000,,1.533330
Valid,54.500000,Timochin,Fell,H5,24004,"{'type': 'Point', 'coordinates': [35.2, 54.5]}",1807-01-01T00:00:00.000,,65500,,35.200000
Valid,13.633330,Tirupati,Fell,H6,24009,"{'type': 'Point', 'coordinates': [79.41667, 13.63333]}",1934-01-01T00:00:00.000,,230,,79.416670
Valid,29.481950,Tissint,Fell,Martian (shergottite),54823,"{'type': 'Point', 'coordinates': [-7.61123, 29.48195]}",2011-01-01T00:00:00.000,,7000,,-7.611230
Valid,-7.083330,Tjabe,Fell,H6,24011,"{'type': 'Point', 'coordinates': [111.53333, -7.08333]}",1869-01-01T00:00:00.000,,20000,,111.533330
Valid,-6.666670,Tjerebon,Fell,L5,24012,"{'type': 'Point', 'coordinates': [106.58333, -6.66667]}",1922-01-01T00:00:00.000,,16500,,106.583330
Valid,47.850000,Tomakovka,Fell,LL6,24019,"{'type': 'Point', 'coordinates': [34.76667, 47.85]}",1905-01-01T00:00:00.000,,600,,34.766670
